id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
7706,,1206,18,2,7,357.26,30.79,
7710,29/11/2025,339,67,13,7,"1.467,78",-,
7714,2025-03-03,1488,1,9,11,"1.392,86",147.23,
7717,25-12-2025,94,49,8,4,"368,08",,
7718,2025/04/02,1461,8,13,1,1153.34,122.85,
7721,2025/11/11,1704,7,2,4,-,"85,02",
7726,2025/10/22,1528,13,8,11,1481.89,308.17,
7736,18/10/2025,491,50,7,8,85.68,-,
7738,15/02/2026,1019,59,4,3,1633.14,85.65,
7743,03-11-2025,292,23,13,10,384.98,46.25,
7745,2025-11-09,1434,78,14,5,1040.84,,
7746,01-12-2025,2863,7,1,3,"1.474,87",,
7754,2026/01/28,1586,53,7,7,240.17,-,
7757,23/11/2025,1553,60,15,12,"1,398.82",-,
7769,11-02-2025,2049,59,11,8,"1.939,32",351.15,
7770,11-16-25,1610,41,11,9,-,144.37,
7789,22-12-2025,1726,6,5,7,"805,25",-,
7791,2025/09/22,2021,25,15,11,,,
7794,05-25-25,214,71,13,11,129.32,"30,76",
7796,2025/06/14,1312,15,12,6,343.52,"43,38",
7799,2025-12-15,2001,69,2,5,"0,00","454,74",
7801,20-02-2025,857,78,14,1,"352,85",39.26,
7816,03-01-25,1937,16,4,11,"254,73",,
7827,18/12/2025,1974,70,15,2,909.16,84.80,
7850,,1478,32,15,3,228.40,,
7854,2026/01/05,1445,49,4,3,859.64,,
7878,2025-03-16,267,25,8,1,"876,69",85.25,
7885,09-24-25,517,13,4,3,-1220.90,107.80,
7899,2025/05/28,1770,70,11,3,1258.31,"206,07",
7936,01/04/2025,784,69,11,6,-,116.46,
7940,08-08-2025,2314,28,15,4,613.82,102.97,
7951,2025/03/19,2738,38,11,9,"1.224,53",-,
7953,24-08-2025,494,17,9,3,825.56,170.74,
7969,2025-08-31,2497,73,10,7,"1.804,82",-,
7976,28/03/2025,1463,60,9,3,-,,
7979,2025-07-19,431,34,5,10,,75.48,
7982,21-12-2025,1040,73,12,6,77.98,,
7992,2026-01-05,1838,4,15,3,1104.10,87.33,
7994,26/05/2025,1109,23,11,6,588.14,120.96,
8003,01/11/2025,2025,61,2,6,-,399.63,
8016,2025-09-04,984,58,1,7,1089.85,,
8017,02-17-25,541,69,15,7,,117.83,
8030,2025/08/15,464,42,3,12,705.04,106.31,
8032,2025-10-19,1446,26,15,2,"997,84",99.85,
8034,08-16-25,2099,59,5,7,878.65,194.00,
8037,19-02-2025,2059,46,4,5,"266,92",21.14,
8038,2025/09/28,600,74,6,4,"86,80","149,45",
8039,23/08/2025,98,18,7,9,,309.12,
8046,2025/02/07,677,49,14,12,135.41,8.81,
8050,2025-07-04,2773,21,12,8,1804.48,200.33,
8051,2025-04-06,697,76,2,4,262.25,57.07,
8060,2025-08-03,1355,64,11,6,-,52.48,
8066,03-17-25,2030,14,9,1,,,
8079,,973,27,2,10,-,87.71,
8081,20-12-2025,2854,42,9,8,"1,528.22",303.81,
8101,19-01-2026,2449,47,15,2,1084.96,"160,21",
8109,04/12/2025,1574,4,15,6,"840,88","1.051,93",
8125,30-12-2025,2407,79,2,11,1576.64,,
8128,19-06-2025,1313,61,5,9,1038.51,250.16,
8133,30/09/2025,2701,19,1,4,1524.30,357.91,
8134,12-05-2025,2268,63,15,3,-,,
8147,2026/02/17,724,24,8,8,289.95,,
8153,2025-05-12,2270,75,4,1,1521.03,"287,96",
8155,2025/08/27,1326,11,14,12,644.43,36.01,
8165,10-02-2026,1166,28,2,6,1806.53,168.33,
8167,2025-07-24,2081,10,7,4,1206.05,-,
8173,,694,29,15,4,,305.34,
8177,10-08-2025,2679,63,5,1,867.69,125.34,
8180,2025-03-27,2455,65,7,1,1804.60,339.00,
8182,2025/07/30,268,12,7,1,833.27,,
8198,07-08-25,1940,7,6,9,,105.56,
8204,12-04-25,1973,32,14,5,1888.78,,
8214,2025/12/02,1932,66,10,1,,"45,60",
8223,02-05-25,1444,40,13,5,1365.54,"298,50",
8248,2025-04-14,2094,39,5,7,"1,215.31",238.18,
8257,09-08-2025,2388,26,3,4,1378.36,,
8268,2026/01/18,2766,2,15,1,450.44,767.36,
8284,07/07/2025,405,27,10,4,327.58,19.94,
8308,2025/02/11,1794,18,3,1,525.61,92.71,
8309,17/12/2025,966,14,13,6,"259,09",13.60,
8314,15/10/2025,2311,15,9,8,"790,72",-,
8315,2025/08/09,963,20,14,4,1415.48,"149,16",
8324,15-10-2025,2167,48,13,3,-,279.23,
8329,,518,14,15,4,563.25,95.79,
8341,01/01/2025,2521,79,5,3,1797.79,418.93,
8343,2026/02/16,1154,68,11,11,1706.14,"335,37",
8349,05-12-25,2155,80,3,1,"1.857,89",108.14,
8393,29-06-2025,1189,27,2,8,"1,499.94",110.46,
8401,11-12-2025,2254,15,4,8,"1,320.77",126.03,
8413,05-21-25,991,69,10,9,197.91,44.93,
8418,2025-03-31,774,10,9,7,705.25,55.76,
8426,,444,60,10,7,364.05,36.43,
8433,03-09-25,1141,3,9,7,"1.998,88",468.95,
8443,01-01-2025,2805,41,7,2,1013.45,,
8452,2025/08/27,1680,58,4,5,"298,84",41.50,
8465,2025-11-14,2038,42,4,4,1229.80,260.04,
8466,2026-02-20,1820,53,12,7,551.68,,
8484,28/11/2025,1194,29,15,11,"152,23",26.03,
8489,2025/03/06,422,9,15,2,,250.08,
8493,,1133,68,11,9,,"70,37",
8499,2025-11-27,1576,13,12,6,598.48,"1,074.33",
8501,05/05/2025,2132,4,2,6,1479.84,363.76,
8510,,2393,27,15,2,,1359.83,
8518,11-24-25,503,5,7,10,"1.971,09",115.66,
8519,2026/02/09,707,40,10,6,"1.641,69","98,85",
8531,05-24-25,2332,19,3,5,734.98,108.35,
8550,09-11-2025,2439,30,4,4,950.12,207.02,
8553,09-27-25,2111,51,1,3,0.00,74.14,
8579,13/09/2025,982,17,10,10,,,
8596,29-12-2025,164,53,12,1,,-,
8602,10-06-25,1724,55,12,5,648.70,36.25,
8604,2025-10-02,934,14,1,8,1823.81,"450,28",
8618,01-03-25,1287,1,12,10,1119.95,"275,49",
8629,19/11/2025,1547,63,10,8,"641,32","49,49",
8637,10-22-25,2151,13,13,5,206.08,30.04,
8652,31/12/2025,2361,59,15,10,1584.50,348.84,
8659,2025/02/27,2748,77,11,9,"1.600,69",299.03,
8661,,2214,30,4,6,,,
8666,2025/01/02,2828,42,9,8,-,249.61,
8669,2026-02-17,2492,51,14,10,"1,499.60","252,42",
8670,2025-07-19,3617,21,7,5,609.89,"146,03",
8673,09-08-25,1041,31,5,2,580.15,124.74,
8674,18-11-2025,2778,53,4,11,1941.09,204.68,
8676,2025/09/10,1092,70,1,2,,266.44,
8677,18-05-2025,119,62,8,3,,"123,99",
8679,04/10/2025,1927,15,6,4,624.87,85.73,
8694,2025/12/02,530,69,7,9,653.01,,
8702,2025-05-27,1364,77,8,9,,224.91,
8708,17/02/2025,218,7,1,4,"1,423.77",284.61,
8713,2026/01/16,2654,64,6,6,"1,624.73",,
8717,2026/01/14,353,7,12,6,"1.390,91",216.25,
8719,2025-02-17,193,25,1,4,997.80,232.35,
8723,,2013,18,10,8,-,-,
8724,07-12-25,2333,8,6,7,"1,795.30",2396.90,
8765,29/06/2025,2557,10,11,5,443.34,"737,88",
8776,26-08-2025,606,33,2,6,359.57,78.23,
8778,,144,15,4,11,"484,85",,
8791,2025-06-28,2840,14,3,11,"659,43",68.55,
8795,16-03-2025,1146,27,11,10,1544.57,195.14,
8797,06-03-2025,2680,58,7,7,1469.07,259.79,
8798,,2608,52,2,5,-,180.37,
8799,08-08-2025,2941,39,7,11,509.83,99.92,
8808,2025-12-11,3661,78,1,8,"1,228.95",256.71,
8821,15/10/2025,1155,19,8,10,"1,177.23",153.24,
8826,2025-11-15,1592,70,3,7,"1,374.20",,
8827,15/12/2025,1130,26,3,9,1607.77,166.92,
8828,05/06/2025,1960,71,13,11,190.66,,
8833,,319,35,10,11,457.58,92.07,
8834,2025-10-12,1457,48,7,8,"1.558,01","292,76",
8841,28/08/2025,322,39,1,1,697.63,,
8843,19/05/2025,2662,78,5,3,"1,609.44",179.34,
8848,07-10-2025,2329,76,7,10,"1,136.71","88,20",
8855,15/05/2025,846,13,5,9,1959.52,-,
8863,05-07-2025,41,8,13,7,67.42,"10,18",
8865,,2480,10,8,1,1994.91,"261,88",
8879,2026-02-09,862,63,4,8,564.59,68.03,
8887,18/02/2025,42,36,5,9,"1,439.72","267,81",
8924,2026-01-20,772,9,11,7,,70.25,
8931,,2520,73,8,4,,"27,49",
8933,2025-10-25,2683,27,15,11,1914.88,466.04,
8958,,2107,78,12,5,"1,435.14",96.51,
8965,2025/07/26,134,79,14,4,909.12,199.94,
8966,2025-08-01,2895,1,3,7,"1,501.05","201,28",
8969,2025-05-23,2062,22,11,5,"185,38",,
8973,23-08-2025,1248,51,9,4,1379.66,,
8984,2025-03-20,1686,50,7,9,1272.78,260.88,
8996,08/03/2025,1047,16,15,5,784.79,"164,93",
9039,2025/03/07,1269,48,10,7,"149,83",11.31,
9045,06-02-2026,2086,73,9,7,669.76,"154,76",
9053,18-01-2025,2269,68,9,6,967.36,136.04,
9058,2025/12/19,2876,73,3,3,1061.13,235.93,
9066,2025-07-19,1019,3,5,1,"1,792.85",256.26,
9077,12-12-25,2874,47,10,4,751.00,37.93,
9086,,1666,12,4,4,748.81,124.56,
9092,2025/02/05,1659,49,6,8,1250.12,213.15,
9094,18-03-2025,1055,11,11,9,"457,97",,
9098,31-05-2025,1744,59,12,7,1887.19,380.91,
9105,05-21-25,2048,12,11,12,1041.82,129.46,
9110,27/10/2025,552,19,14,10,"1.088,47",226.65,
9117,13/09/2025,1344,67,10,8,50.91,,
9144,15-12-2025,2417,34,10,12,175.52,27.05,
9153,2025-12-27,670,44,6,8,-,260.33,
9155,10-27-25,2477,72,14,1,157.59,18.44,
9164,2025-07-18,2075,23,11,11,"169,71",32.01,
9166,2025/07/03,2177,79,6,4,329.54,71.98,
9173,12-08-25,1860,25,13,5,"1.813,20",433.92,
9178,25-08-2025,490,71,9,4,543.62,"57,76",
9181,09-14-25,1954,41,7,2,1677.52,"109,90",
9196,2025/07/17,1523,39,5,4,800.19,-,
9208,16-10-2025,2096,37,11,12,195.78,21.51,
9211,,410,57,14,5,,45.81,
9212,03-20-25,242,64,1,1,-1939.36,386.58,
9216,2025-05-10,955,57,3,4,262.93,-,
9221,2025-09-26,2299,24,9,11,"623,68",152.24,
9236,27/12/2025,156,59,6,8,,155.97,
9246,,2001,23,15,10,"567,93",34.34,
9255,2025-02-07,1948,61,6,5,-,147.68,
9262,31-03-2025,319,29,9,10,1262.38,292.10,
9272,15/12/2025,2015,80,12,5,,,
9306,,718,17,12,11,"1,094.12",-,
9308,12-01-2026,306,20,9,3,1269.67,-,
9321,01-09-2025,248,27,7,2,,"43,41",
9323,28/08/2025,738,52,12,7,"1,348.98",269.11,
9328,07-07-2025,2811,32,5,10,201.20,34.81,
9332,01/08/2025,1825,52,13,3,976.01,58.70,
9334,07-13-25,601,12,5,2,-,"207,70",
9339,12-18-25,1979,10,14,9,545.88,"81,17",
9340,2025/09/27,1415,60,11,11,95.26,11.52,
9347,2025/08/19,1336,44,6,4,"146,99",22.48,
9348,2026-02-01,1178,27,14,2,"1.473,47",129.41,
9364,2025/05/15,1653,12,4,9,914.09,"157,63",
9379,2025/10/25,2056,71,13,6,"1.876,89",103.58,
9380,2025/12/14,2587,19,5,3,-,,
9392,2025-08-06,1605,5,8,8,1495.04,,
9398,17/07/2025,1548,18,5,10,-,"128,18",
9399,11-08-25,1718,53,2,11,"450,25","98,88",
9404,11/10/2025,825,19,4,1,409.25,101.25,
9417,02-16-25,599,33,11,1,414.50,101.14,
9418,2025/09/19,2825,79,12,10,,14.67,
9422,06-07-2025,2710,21,2,7,"132,39",18.07,
9430,,2497,45,9,12,1408.33,334.75,
9435,01-17-25,1393,43,8,11,"118,97",23.56,
9445,26/04/2025,123,75,1,9,-,-,
9462,18-02-2026,2095,29,11,12,"1.730,54",352.37,
9469,2026-01-14,1570,72,3,4,"1,926.85","347,23",
9472,2025-04-02,1742,22,4,6,"468,96",-,
9490,29-11-2025,669,57,14,2,80.58,17.97,
9499,02-03-26,2243,44,7,7,1550.10,"324,46",
9502,2025-08-23,1406,77,15,9,,-,
9512,,728,30,7,7,"1,066.02",160.22,
9517,07-11-2025,882,13,3,10,973.04,172.08,
9518,30/06/2025,224,69,15,7,,"105,11",
9525,2026/01/13,1540,39,7,6,591.41,97.44,
9542,11-04-2025,540,4,9,12,"1.106,10",212.21,
9547,11/08/2025,2720,1,8,8,1092.27,155.11,
9579,2025-08-10,1967,20,2,5,837.68,201.24,
9584,01-02-2025,2535,17,7,7,"1,964.70",198.75,
9598,09-14-25,2667,68,2,8,,-,
9621,20-05-2025,2372,15,3,1,,129.03,
9622,2025-12-18,2339,63,2,9,1045.93,214.88,
9623,2025/02/11,2063,41,10,12,455.39,733.14,
9626,05-09-25,1628,14,11,6,528.97,"75,93",
9627,04-30-25,391,61,10,5,,"108,87",
9639,2025/03/10,898,11,4,11,217.14,12.66,
9641,20/02/2026,660,67,6,10,"1.887,17",,
9650,2025/03/16,2476,46,1,10,"1.185,68","157,86",
9659,01-20-25,131,20,8,7,,85.44,
9660,25-05-2025,798,3,12,12,,133.15,
9678,,2211,52,11,4,,315.22,
9691,,975,39,12,4,"1.094,56",183.90,
9696,07/01/2026,2788,68,12,3,"866,36",116.46,
9699,2025-06-09,1474,76,9,6,135.63,23.06,
9702,25/02/2025,825,37,7,4,112.67,14.20,
9711,01-17-26,417,9,10,3,1621.08,176.53,
9717,08-31-25,2445,51,12,6,1975.59,129.10,
9741,2025/12/31,1068,29,14,1,776.43,124.36,
9781,01-13-25,701,51,10,10,736.47,-,
9789,12/03/2025,761,61,7,3,,"308,89",
9802,10/08/2025,2101,45,10,6,"670,77","101,68",
9804,2025/09/28,1074,42,13,6,891.11,220.32,
9806,2025-06-22,1028,78,3,7,470.22,-,
9810,24-01-2025,642,66,1,1,1878.59,431.95,
9814,03-23-25,2276,55,11,5,1084.76,"1,263.89",
9829,2025-04-22,2447,75,15,4,405.11,66.56,
9831,2025/10/21,2721,45,14,12,903.09,178.93,
9838,2025/10/22,92,43,11,6,"988,25",91.82,
9839,2026-02-13,2421,58,2,5,,-,
9841,15/08/2025,925,77,6,4,1820.34,"144,06",
9848,27-09-2025,2838,2,6,10,581.37,68.67,
9851,2025-10-27,655,69,14,1,"1,969.55",,
9856,2026-01-17,1092,65,11,10,"1.868,78",389.57,
9859,12-13-25,2274,31,15,7,947.51,233.96,
9861,,874,77,7,10,240.86,33.83,
9864,,687,55,15,10,"1,946.90",316.06,
9875,01-08-25,2606,24,14,7,191.63,31.25,
9879,08/04/2025,2985,31,9,6,339.39,39.29,
9884,2026/01/08,1006,80,6,2,1683.86,392.31,
9886,20-02-2025,2253,53,7,5,1595.65,-,
9889,20-09-2025,2059,52,14,7,1464.30,181.98,
9895,12-03-25,1598,41,1,5,1925.01,191.24,
9897,,388,5,14,1,-,379.78,
9899,2025/09/18,176,8,6,9,"1.342,50","145,79",
9901,12-14-25,2147,58,10,7,874.88,86.74,
9903,26/11/2025,103,69,10,6,720.59,44.56,
9920,2026/01/02,3727,54,1,1,1484.17,"129,02",
9928,01-01-26,584,55,12,9,,272.48,
9929,,2728,21,8,11,243.99,"48,94",
9930,2025-02-22,2035,43,14,4,519.25,125.83,
9932,08/10/2025,420,55,4,8,571.08,137.61,
9944,09-06-25,1647,33,13,7,959.07,,
9946,2025-03-24,2908,1,2,9,"1.153,52",228.49,
9955,2025-10-12,2636,19,11,3,1774.22,266.33,
9963,2025-02-27,2149,12,8,12,147.44,"26,87",
9973,23/05/2025,2728,29,4,3,"410,87",94.21,
9975,2025-04-24,1790,34,11,2,359.44,-,
9976,2025-07-14,964,68,6,12,,"10,74",
9978,2025-03-23,492,53,12,8,,353.80,
9980,11-09-2025,1047,11,1,5,"-885,54",168.03,
9984,2025-01-23,2363,36,4,7,-,381.63,
9985,2025-08-04,419,69,14,7,"1,286.09",176.92,
10006,01/06/2025,436,14,12,3,,,
10007,,1038,35,8,3,,40.01,
10016,02-03-26,2392,9,4,12,1909.23,"372,13",
10039,04-18-25,2648,44,3,8,1649.57,"209,01",
10058,06/03/2025,1697,57,15,12,"1.702,12",-,
10070,06-09-25,1912,73,11,5,"607,17",79.17,
10074,03-04-25,1416,54,4,6,,36.85,
10075,10-10-2025,2249,3,5,5,"1,179.04","139,34",
10082,04-03-25,697,15,4,12,"1.888,83",-,
10091,05-14-25,1043,14,1,5,693.77,67.51,
10092,2025-11-01,2756,16,10,1,"1,480.10",,
10094,08-12-2025,186,24,11,8,1323.89,,
10098,01-12-25,709,44,15,11,351.26,65.30,
10099,2025-08-10,293,21,8,10,,"318,49",
10104,12-06-2025,1695,52,8,11,77.28,-,
10108,02-15-25,840,36,15,10,-,100.65,
10113,2025-12-18,2820,7,3,12,894.12,90.13,
10115,01-09-2025,7,67,12,9,1816.18,,
10126,2025-04-02,62,70,2,6,1854.01,137.14,
10127,2025-09-23,2584,41,2,10,112.52,"21,38",
10130,27-06-2025,1365,40,13,11,1613.54,382.15,
10131,,3858,44,5,10,1865.60,146.96,
10145,2025-03-15,1595,7,10,1,685.16,"59,32",
10151,2025-06-05,1433,44,8,2,,"208,40",
10155,06/11/2025,737,64,11,1,"342,58",534.47,
10162,2026-01-09,1711,61,12,6,-,"257,44",
10165,02-17-26,877,105,2,1,447.20,81.32,
10167,2025/10/25,2763,67,3,8,,361.99,
10193,2025/07/02,399,76,3,8,,"145,56",
10226,11-26-25,2521,19,6,10,69.11,,
10231,2025/08/17,1044,74,4,2,1421.48,,
10238,,1132,12,6,2,-,"333,44",
10248,02-18-25,3688,47,15,2,-,"154,43",
10251,08-27-25,327,78,5,9,202.19,28.50,
10265,2025/05/15,1066,28,11,1,"1,267.10",173.31,
10269,11-02-2026,1344,50,1,1,214.37,"18,74",
10272,22-01-2026,2301,34,6,10,"1,736.39",,
10311,10/07/2025,2308,53,12,6,,,
10324,,1719,53,4,9,"1.188,14",282.61,
10334,03-12-2025,3869,48,2,11,1150.15,248.81,
10360,02/01/2026,1438,56,14,3,,61.83,
10361,,2269,21,13,7,"1.439,53",174.76,
10365,20-06-2025,2114,45,11,3,1734.15,-,
10371,27/05/2025,2709,13,1,3,,41.53,
10374,,1539,30,10,8,425.73,-,
10377,2025-05-05,406,37,14,7,1485.26,,
10393,10-14-25,2254,36,15,3,"1,104.38",162.71,
10408,07/03/2025,1983,79,6,7,"1,920.08",123.48,
10438,01-07-25,367,17,1,8,"1,380.06",229.90,
10445,2025/11/28,65,1,9,9,844.69,,
10446,19-04-2025,449,22,8,5,"1,847.49",163.73,
10452,10/07/2025,431,109,1,10,239.80,43.68,
10464,2025/04/02,2042,3,1,8,"1,916.60",-,
10477,2025-02-28,2299,46,5,7,1718.83,217.86,
10479,15/07/2025,316,43,14,2,1253.75,"234,90",
10482,17-01-2025,1643,36,14,2,"1,164.88",253.94,
10495,2025/10/28,2151,70,3,5,97.21,10.05,
10497,2025-08-15,2458,51,9,10,416.86,77.68,
10498,06-19-25,148,54,7,7,-,235.83,
10519,2025-12-04,1016,38,2,2,1475.62,"175,47",
10523,,1885,38,4,12,71.70,-,
10532,27-03-2025,2336,73,8,3,"271,64","27,34",
10540,28/06/2025,2566,68,3,5,869.28,54.94,
10541,02-23-25,1821,71,15,4,441.07,100.64,
10552,2025-03-10,2869,21,12,8,,,
10553,2025-05-27,1978,71,14,12,319.65,"47,99",
10560,07-04-2025,1438,66,5,9,782.10,,
10561,09-21-25,214,79,4,6,123.94,,
10567,2025/07/27,554,64,7,1,"119,78",,
10573,08-02-2026,1202,31,11,12,904.64,"206,93",
10597,13-10-2025,872,78,7,8,231.11,"14,15",
10598,22-02-2025,1869,51,11,11,1015.22,54.40,
10601,2025-03-31,595,25,10,4,817.63,,
10602,14/10/2025,61,4,7,8,"900,44",128.11,
10608,2025/12/27,2266,45,15,5,1231.79,"131,63",
10610,,2103,3,4,10,543.54,54.69,
10611,08/11/2025,672,34,9,1,1691.35,120.71,
10616,,665,29,13,11,"1,099.25",226.98,
10618,01-01-2025,1188,69,3,2,"1.463,88",355.17,
10619,18/11/2025,1482,27,15,1,316.05,,
10624,08-31-25,1779,42,6,10,777.73,1120.36,
10626,04-08-2025,1598,6,4,12,,91.64,
10654,14-11-2025,739,17,3,8,1269.94,228.40,
10662,08-30-25,801,47,1,11,"1,553.41",,
10671,12-04-2025,1644,71,4,4,-,,
10675,2025/10/05,1127,14,4,4,"839,36",,
10677,2026-02-16,828,25,14,8,115.08,-,
10684,2025/03/06,391,63,12,2,,84.73,
10685,2025/09/02,359,69,3,5,-,"34,71",
10705,11-13-25,1081,59,13,5,"1,011.18",100.41,
10706,2026-01-09,2145,31,9,2,135.13,,
10707,2025/07/15,2836,65,12,12,,61.76,
10725,2025/07/14,2954,39,9,12,"1.057,91",125.64,
10726,2025-03-31,2373,77,3,7,1281.05,273.79,
10729,07-19-25,2430,57,9,10,"1,092.08",80.94,
10735,27/08/2025,60,35,11,7,1044.56,120.97,
10751,21/06/2025,1201,72,10,5,,"69,31",
10759,2025/05/12,3867,61,14,5,495.69,"76,10",
10769,02-08-2025,2565,7,4,10,"496,49","122,11",
10783,2025/06/24,1677,58,8,11,"293,49",,
10784,12-06-25,2201,10,8,12,"1,988.69",182.20,
10792,2025-11-24,1268,30,7,5,573.88,71.66,
10801,2025-09-01,1483,73,6,9,-,"638,62",
10811,10/03/2025,2624,52,4,10,490.25,93.96,
10815,2025-11-04,2937,64,3,4,941.56,112.52,
10817,04/03/2025,1523,66,14,5,1916.22,303.11,
10825,05-26-25,2615,80,14,3,"1.942,86",131.03,
10830,2025-03-03,2194,36,12,3,"478,57",,
10833,30/04/2025,1169,45,12,7,141.87,,
10845,16-05-2025,2858,69,9,10,,139.28,
10851,09/02/2026,1560,28,13,8,"1.081,17",67.36,
10852,,2578,10,13,12,1291.62,195.17,
10861,2025-04-13,426,26,1,1,815.84,189.02,
10869,02-10-2025,1660,10,6,9,604.12,145.22,
10871,2025/09/15,2876,75,3,3,1157.77,"110,69",
10883,25/01/2026,1837,61,13,2,1467.11,74.15,
10889,21-12-2025,1102,30,7,12,-,,
10890,02-10-26,110,79,2,1,,"185,06",
10899,08-27-25,423,55,6,7,,187.97,
10900,2026/02/11,1369,67,11,10,1533.31,"246,43",
10903,,1187,23,9,4,"1,785.94",444.79,
10906,2026-02-12,2769,107,3,9,,128.09,
10908,07-02-2025,1727,20,6,12,"622,94",37.61,
10915,,529,25,13,5,818.69,63.26,
10919,2025-07-26,634,55,5,8,"143,95","34,20",
10923,13-11-2025,973,19,6,9,"1.019,67",72.32,
10924,2025/07/08,712,67,7,3,"1,226.71",223.63,
10925,2025-02-15,2709,23,4,4,,,
10942,21-01-2026,206,48,5,6,0.00,0.00,
10943,2026/02/17,2817,47,2,12,1722.34,"144,99",
10963,08-23-25,2155,61,8,3,441.24,-,
10966,11-22-25,677,39,8,10,,249.42,
10977,12-02-25,506,72,2,5,"1,971.34","352,54",
10979,11-01-2026,2173,48,15,5,,89.61,
10986,2026/02/19,504,29,15,1,,201.66,
10993,24/09/2025,746,69,8,11,"1.414,67","135,80",
10996,12-15-25,1188,64,11,5,1583.30,"236,11",
11015,08-03-2025,2698,39,6,5,,287.95,
11027,24/09/2025,1589,15,4,10,"1.816,40","282,30",
11029,13-09-2025,237,73,4,10,"1,206.97",184.44,
11034,12/10/2025,304,12,2,9,764.58,-,
11047,12/12/2025,291,21,12,9,742.94,93.95,
11051,2025/08/28,2193,44,11,1,206.07,"39,79",
11052,10/08/2025,2387,44,9,8,810.07,141.61,
11059,,1538,116,2,10,,105.51,
11066,01-29-25,1154,59,1,11,-,89.98,
11076,2025-05-13,879,62,14,9,"1.894,04",278.30,
11078,11-07-25,204,41,5,6,744.10,113.21,
11079,23-12-2025,33,44,9,9,,"211,17",
11085,28/08/2025,753,79,10,12,89.91,4.94,
11090,2025-02-15,2716,31,4,10,985.70,,
11099,01-04-26,534,93,10,2,1258.48,273.89,
11105,02/01/2025,808,47,8,4,,227.78,
11109,2025-10-08,1237,64,11,5,-,116.13,
11111,,2693,32,3,9,"1.760,60",,
11123,2025/03/21,2763,58,1,1,1564.51,166.29,
11140,2025/03/19,3656,23,10,2,0.00,"244,45",
11141,2025-05-06,1442,76,9,7,1891.49,319.29,
11153,01-11-25,841,77,6,10,1313.52,,
11170,2025/06/14,1054,19,10,4,463.44,114.69,
11174,08-11-25,1273,36,13,4,274.49,"24,82",
11179,2025/07/31,26,54,7,12,1223.12,265.04,
11192,02-05-26,2841,41,10,12,548.87,129.54,
11195,01-14-26,775,32,3,9,,237.23,
11198,12/11/2025,2143,31,1,1,-,124.98,
11201,01-10-26,2649,54,11,8,490.69,"120,79",
11211,2025-11-09,2219,30,1,12,902.97,"155,64",
11219,2025/06/25,1549,93,13,8,-,27.65,
11228,,938,8,12,1,1504.35,,
11253,2025/01/12,2586,6,12,1,"1,059.97",140.93,
11257,2025-12-07,233,102,3,11,,238.53,
11262,12-10-2025,2767,52,8,4,866.62,132.39,
11279,2025/03/18,2381,57,4,10,468.46,,
11287,08-25-25,712,50,10,1,529.90,"78,09",
11293,11-19-25,941,56,7,10,1155.45,275.36,
11297,2025-05-23,738,54,6,2,895.29,176.90,
11301,14/10/2025,2143,6,7,4,277.52,37.67,
11305,03-11-25,1606,46,14,7,170.90,39.11,
11308,01-13-25,175,3,14,12,,,
11314,2025/09/28,2911,47,10,12,251.36,,
11325,03/08/2025,1756,69,6,3,522.16,27.90,
11332,04-09-25,574,33,8,2,55.52,"9,33",
11333,2025-04-09,1451,28,10,5,,"29,39",
11342,,583,66,6,5,"1,326.34",305.74,
11348,30/07/2025,1614,17,3,4,"702,18",,
11350,12-02-25,1729,31,4,3,"1.921,35",181.01,
11351,08/08/2025,2111,21,5,4,,60.65,
11360,05-13-25,1512,62,13,10,267.68,51.69,
11369,2025-11-26,176,24,15,1,-,"126,02",
11371,25-03-2025,910,79,4,12,653.59,57.79,
11373,27/10/2025,1514,67,5,9,-,"237,46",
11379,10-04-25,1689,56,14,11,,88.20,
11381,,1610,24,10,8,1486.14,-,
11384,2025/02/13,2908,34,15,3,249.45,,
11390,2025-03-10,2448,23,15,7,,"167,00",
11397,2025/07/30,182,26,11,12,762.45,"91,18",
11405,11-14-25,2911,66,7,10,1407.68,197.58,
11409,18-02-2026,1811,56,14,5,,"39,54",
11416,07-19-25,1268,69,4,10,"1,936.42",414.89,
11427,2025/02/15,2422,17,4,11,"322,66",16.71,
11430,2026-01-29,309,66,13,2,-,7.96,
11441,2025-09-24,1926,75,3,4,1560.65,329.74,
11472,18/02/2025,2849,19,8,1,"99,18",17.14,
11492,10-02-2026,2675,77,6,12,,"26,25",
11497,03-23-25,2308,13,4,11,-,182.00,
11503,2025/04/21,751,19,7,7,1639.34,-,
11510,27/04/2025,2874,42,8,7,,140.63,
11514,2025-09-11,783,70,6,12,,413.51,
11515,2025/10/21,1790,13,6,10,1805.75,"183,70",
11527,04-14-25,2404,41,8,11,"1,561.14",182.22,
11532,03-16-25,751,112,15,2,"1.124,35",76.96,
11543,,1395,31,12,11,975.09,138.18,
11544,2026-01-15,2623,54,14,10,,"193,08",
11546,13/07/2025,576,19,6,11,"730,91",79.72,
11547,2025/12/21,570,65,14,5,,199.17,
11574,04/02/2026,1165,40,9,6,,334.11,
11587,09-09-25,2204,18,3,1,-,-,
11590,15-02-2026,2997,64,2,4,795.21,50.58,
11594,2025/10/20,597,76,4,8,1211.11,162.78,
11599,2025/01/25,134,27,13,6,1144.34,248.09,
