id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
1483,24886,,2.22179,,fecha_error
1485,3739,,14002.05,Cerrado,fecha_error
1486,23140,,2239.16,Abierto,fecha_error
1487,22507,,,Abierto,"fecha_error,monto_error"
1488,16339,,9866.18,Abierto,fecha_error
1489,10152,2025-07-12,,Cerrado,monto_error
1490,10919,,,,"fecha_error,monto_error"
1491,19473,,10608.9,Rechazado,fecha_error
1492,21099,,12954.99,Cerrado,fecha_error
1493,18230,,3242.03,,fecha_error
1494,15707,,6861.88,Abierto,fecha_error
1496,19417,2025-06-26,,Rechazado,monto_error
1498,3723,,,,"fecha_error,monto_error"
1499,1534,,12862.23,Abierto,fecha_error
1500,5188,,4021.79,Cerrado,fecha_error
1502,22109,,7280.03,Cerrado,fecha_error
1507,5010,,5191.04,Abierto,fecha_error
1508,23922,,,Cerrado,"fecha_error,monto_error"
1509,7610,,2.36174,Rechazado,fecha_error
1510,24665,,4582.76,,fecha_error
1511,7607,,-13471.35,Rechazado,fecha_error
1512,5142,,33233.0,Abierto,fecha_error
1513,22963,,3.45842,Abierto,fecha_error
1514,25692,,,,"fecha_error,monto_error"
1515,17258,,4635.56,Rechazado,fecha_error
1516,13612,,5423.67,Abierto,fecha_error
1517,6321,,1.44195,,fecha_error
1519,2732,,,Cerrado,"fecha_error,monto_error"
1520,19601,,2751.89,,fecha_error
1521,17514,,1287.58,,fecha_error
1522,25614,,8082.96,Cerrado,fecha_error
1523,8973,,169.84,,fecha_error
1525,23896,,13646.22,Abierto,fecha_error
1526,8984,,,Abierto,"fecha_error,monto_error"
1528,24261,,673.3,,fecha_error
1529,7374,,3842.97,Abierto,fecha_error
1530,5798,,10158.37,Abierto,fecha_error
1531,6913,,41369.0,,fecha_error
1532,3410,,13.33111,,fecha_error
1533,11986,,9924.28,Abierto,fecha_error
1534,23962,,487.62,,fecha_error
1535,77,,1178.57,Abierto,fecha_error
1536,12103,,10843.39,Abierto,fecha_error
1537,20430,,2969.85,,fecha_error
1538,23031,,6244.92,Abierto,fecha_error
1540,19844,,,,"fecha_error,monto_error"
1541,17026,,14.48633,Abierto,fecha_error
1542,23386,,4.2864,Abierto,fecha_error
1543,2999,,,Abierto,"fecha_error,monto_error"
1544,5361,,,Cerrado,"fecha_error,monto_error"
1545,21286,,10473.34,Rechazado,fecha_error
1546,6982,,8.5903,Rechazado,fecha_error
1547,2713,,14.8367,Cerrado,fecha_error
1548,6038,,7697.95,,fecha_error
1549,16260,,1.83876,Cerrado,fecha_error
1550,8469,,,Abierto,"fecha_error,monto_error"
1551,24210,,13017.38,,fecha_error
1552,12525,,13068.51,Abierto,fecha_error
1555,21895,,3573.48,Cerrado,fecha_error
1556,15290,,,Abierto,"fecha_error,monto_error"
1557,2875,,13.12247,Abierto,fecha_error
1558,19253,,7.58696,Cerrado,fecha_error
1559,22819,,9352.32,Abierto,fecha_error
1560,17335,,10290.63,Abierto,fecha_error
1561,11098,,9822.63,Cerrado,fecha_error
1562,18159,2025-04-16,,Rechazado,monto_error
1563,24590,,10818.93,Rechazado,fecha_error
1565,8482,,4.33338,,fecha_error
1566,6849,,3892.12,Rechazado,fecha_error
1568,7268,,,Abierto,"fecha_error,monto_error"
1570,9794,,12.34331,Abierto,fecha_error
1571,2817,,8.76867,,fecha_error
1572,25506,,,Cerrado,"fecha_error,monto_error"
1573,18576,,8.54609,Abierto,fecha_error
1574,20263,,,Abierto,"fecha_error,monto_error"
1576,11899,,14332.84,Rechazado,fecha_error
1577,20862,,888.16,Rechazado,fecha_error
1578,11943,,10299.33,,fecha_error
1579,16882,,75576.0,Rechazado,fecha_error
1581,24898,,5976.74,Abierto,fecha_error
1582,16622,,,,"fecha_error,monto_error"
1583,15796,,3.95021,Rechazado,fecha_error
1584,9543,,14269.64,Rechazado,fecha_error
1585,7750,,14826.99,Abierto,fecha_error
1586,12676,,10701.9,Abierto,fecha_error
1589,18614,,4.1448,Cerrado,fecha_error
1590,14687,,12635.32,Cerrado,fecha_error
1591,16340,,,Abierto,"fecha_error,monto_error"
1592,14672,,4.06014,Abierto,fecha_error
1593,17794,,124.71,Cerrado,fecha_error
1594,6947,,1246.82,,fecha_error
1595,16650,,6.60232,,fecha_error
1596,20438,,5672.27,,fecha_error
1597,21771,,,Abierto,"fecha_error,monto_error"
1598,12815,,11055.38,Abierto,fecha_error
1599,17274,,8445.17,Cerrado,fecha_error
1600,16134,,,Rechazado,"fecha_error,monto_error"
1601,25582,,1773.66,Cerrado,fecha_error
1602,21142,,5456.03,Abierto,fecha_error
1603,22121,,13184.77,Cerrado,fecha_error
1604,7108,2025-12-25,,,monto_error
1605,24145,,5079.39,Abierto,fecha_error
1606,11783,,10.64447,Rechazado,fecha_error
1607,19514,,3430.22,Abierto,fecha_error
1609,9973,,8344.04,Abierto,fecha_error
1610,20853,,14916.37,Abierto,fecha_error
1611,5761,,42291.0,,fecha_error
1612,16850,,5.32082,,fecha_error
1614,22551,,14069.5,,fecha_error
1615,12778,2025-06-24,,,monto_error
1617,10680,,2936.7,Abierto,fecha_error
1619,4319,,8406.7,Rechazado,fecha_error
1620,17234,,4.17697,Cerrado,fecha_error
1622,9705,,10663.53,,fecha_error
1624,20288,,,,"fecha_error,monto_error"
1625,20251,,3105.78,Cerrado,fecha_error
1627,12223,,5806.47,,fecha_error
1628,19419,,8.87522,Abierto,fecha_error
1629,7756,,3970.26,,fecha_error
1630,6147,,9.17271,Rechazado,fecha_error
1631,23663,,9825.35,,fecha_error
1632,24698,,8147.96,,fecha_error
1633,13439,,8464.07,Rechazado,fecha_error
1634,13554,,,Abierto,"fecha_error,monto_error"
1635,1899,,3611.54,Cerrado,fecha_error
1636,18942,,7658.59,Abierto,fecha_error
1637,24853,,14.51728,,fecha_error
1639,18349,,,,"fecha_error,monto_error"
1640,12237,,,,"fecha_error,monto_error"
1641,7726,,11900.49,Cerrado,fecha_error
1642,5128,,5.99803,,fecha_error
1643,24800,,2225.29,Rechazado,fecha_error
1644,20306,,,Abierto,"fecha_error,monto_error"
1646,18662,,5421.05,Cerrado,fecha_error
1648,8730,,7269.02,Abierto,fecha_error
1649,20308,,14566.91,,fecha_error
1650,23878,,6367.46,,fecha_error
1651,497,,,Abierto,"fecha_error,monto_error"
1652,3274,,4403.86,Abierto,fecha_error
1653,23044,,9906.16,Rechazado,fecha_error
1654,140,,,Abierto,"fecha_error,monto_error"
1655,6461,,1794.45,Abierto,fecha_error
1656,22727,,2.11647,Abierto,fecha_error
1657,15344,,14.72134,Cerrado,fecha_error
1658,11203,,,,"fecha_error,monto_error"
1660,13791,,9738.63,Rechazado,fecha_error
1661,19514,,5785.53,Abierto,fecha_error
1662,10657,,,Cerrado,"fecha_error,monto_error"
1663,1536,,4094.39,Rechazado,fecha_error
1664,4046,,5640.41,Abierto,fecha_error
1665,7354,,5707.24,Rechazado,fecha_error
1666,21309,,6049.07,Cerrado,fecha_error
1667,16218,2025-06-16,,Cerrado,monto_error
1668,22198,,1454.97,,fecha_error
1669,16274,2026-02-05,,,monto_error
1670,25748,,,,"fecha_error,monto_error"
1672,15931,,12.33599,,fecha_error
1673,19684,,4090.88,Cerrado,fecha_error
1674,23943,,5.80378,Cerrado,fecha_error
1675,22816,,13433.8,,fecha_error
1676,3211,,417.92,Abierto,fecha_error
1677,10356,,6.12512,Cerrado,fecha_error
1678,15487,,4073.39,,fecha_error
1679,5678,,946.57,Abierto,fecha_error
1680,16276,,3621.25,Abierto,fecha_error
1682,10030,,8025.3,Cerrado,fecha_error
1683,22209,,6950.72,Cerrado,fecha_error
1684,8607,,,,"fecha_error,monto_error"
1685,20635,,,,"fecha_error,monto_error"
1686,21541,,5751.4,Cerrado,fecha_error
1687,6289,,8359.01,Abierto,fecha_error
1688,14006,,10717.35,Abierto,fecha_error
1689,18789,,,Abierto,"fecha_error,monto_error"
1690,13496,,,Cerrado,"fecha_error,monto_error"
1691,5604,,1639.43,Cerrado,fecha_error
1692,8897,,10700.54,Cerrado,fecha_error
1693,22679,,6624.27,,fecha_error
1694,12135,,14171.39,,fecha_error
1695,22979,,5342.61,Cerrado,fecha_error
1696,3,,3842.84,Cerrado,fecha_error
1697,9911,,1268.23,Cerrado,fecha_error
1698,362,,10.70525,,fecha_error
1699,6458,,11.00347,Cerrado,fecha_error
1701,3628,,198.12,Cerrado,fecha_error
1704,23784,,,Rechazado,"fecha_error,monto_error"
1705,10032,,11034.33,,fecha_error
1706,6400,,10276.18,,fecha_error
1707,18921,,3154.38,Abierto,fecha_error
1708,23367,,4989.47,Abierto,fecha_error
1709,25857,,3504.9,Abierto,fecha_error
1710,24381,,,Cerrado,"fecha_error,monto_error"
1711,487,,11102.58,Cerrado,fecha_error
1712,725,,4628.82,Cerrado,fecha_error
1713,19951,2025-06-13,,,monto_error
1714,16177,,,Cerrado,"fecha_error,monto_error"
1716,15646,,6969.42,Abierto,fecha_error
1717,16310,,99725.0,Abierto,fecha_error
1719,23646,,,Abierto,"fecha_error,monto_error"
1720,9594,,,,"fecha_error,monto_error"
1721,17403,,14084.26,Cerrado,fecha_error
1722,12854,,,,"fecha_error,monto_error"
1723,22585,,11017.87,Abierto,fecha_error
1726,15203,,1.69115,Abierto,fecha_error
1727,22791,,3290.56,Abierto,fecha_error
1728,18014,,6059.38,Cerrado,fecha_error
1729,21018,,2.31511,Cerrado,fecha_error
1730,18609,,13971.11,Cerrado,fecha_error
1731,17953,,3607.23,,fecha_error
1732,21801,,6.02236,,fecha_error
1734,18711,,2970.31,Abierto,fecha_error
1736,11816,,5443.92,Cerrado,fecha_error
1737,14435,,4.6373,Abierto,fecha_error
1738,21295,,13384.46,,fecha_error
1742,5917,,2720.64,Cerrado,fecha_error
1743,21885,,1.4686,Cerrado,fecha_error
1745,3242,,13344.51,Cerrado,fecha_error
1746,6812,,10981.75,Cerrado,fecha_error
1748,578,,13210.33,Cerrado,fecha_error
1749,18459,,7.16882,Cerrado,fecha_error
1750,16349,,13412.59,Abierto,fecha_error
1751,14157,,9.98832,Cerrado,fecha_error
1752,21814,,7726.82,Cerrado,fecha_error
1753,16158,,8538.48,Rechazado,fecha_error
1754,15985,,1894.27,Abierto,fecha_error
1755,12517,,,,"fecha_error,monto_error"
1757,583,,11197.37,Cerrado,fecha_error
1758,22353,,13507.25,Cerrado,fecha_error
1759,12557,,2.98087,Abierto,fecha_error
1761,3377,2026-01-05,,Abierto,monto_error
1762,3692,,9.67604,,fecha_error
1763,23579,,4.60903,,fecha_error
1764,1221,,10531.93,Cerrado,fecha_error
1765,11078,,2803.48,Abierto,fecha_error
1766,6556,,8873.53,Abierto,fecha_error
1768,14986,,6540.78,Cerrado,fecha_error
1769,4781,,,,"fecha_error,monto_error"
1770,15069,,12092.65,Cerrado,fecha_error
1771,22197,,3.16646,Cerrado,fecha_error
1773,5273,,9839.8,,fecha_error
1774,7242,,14191.33,Cerrado,fecha_error
1775,23224,,13837.08,Cerrado,fecha_error
1776,20436,,,Rechazado,"fecha_error,monto_error"
1777,13885,,,Cerrado,"fecha_error,monto_error"
1778,983,,4936.73,,fecha_error
1779,21484,,3767.35,Cerrado,fecha_error
1780,11872,,7972.84,Cerrado,fecha_error
1781,4050,,10099.53,,fecha_error
1782,21554,,5842.04,Cerrado,fecha_error
1783,21334,,7384.45,Abierto,fecha_error
1784,18429,2025-03-13,,,monto_error
1785,22345,,13657.52,Cerrado,fecha_error
1786,13597,,8608.38,,fecha_error
1787,6620,,1.05639,,fecha_error
1789,6518,,14330.32,,fecha_error
1790,20480,2025-11-03,,Abierto,monto_error
1791,22855,,,,"fecha_error,monto_error"
1792,6819,,226.54,Rechazado,fecha_error
1794,6881,,,,"fecha_error,monto_error"
1795,17921,2025-11-24,,Cerrado,monto_error
1796,19046,,,Rechazado,"fecha_error,monto_error"
1800,6555,,12219.16,,fecha_error
1801,12035,,617.52,Abierto,fecha_error
1802,19906,,8.71191,,fecha_error
1803,2114,,4.7283,,fecha_error
1805,12108,,5335.93,,fecha_error
1806,14494,,,,"fecha_error,monto_error"
1808,24630,,,Rechazado,"fecha_error,monto_error"
1809,23298,,8.74338,,fecha_error
1810,17048,,2521.35,Rechazado,fecha_error
1811,3336,,14741.87,Abierto,fecha_error
1814,16960,,7.33944,Cerrado,fecha_error
1815,5058,,,Abierto,"fecha_error,monto_error"
1816,10632,,1194.15,Cerrado,fecha_error
1817,16667,,13195.93,Abierto,fecha_error
1818,4468,,9678.43,Cerrado,fecha_error
1819,8884,,8575.19,Cerrado,fecha_error
1820,5877,,6951.16,,fecha_error
1821,15978,,4360.18,Abierto,fecha_error
1822,1320,,,Abierto,"fecha_error,monto_error"
1823,13582,,7352.46,Cerrado,fecha_error
1824,10686,,9700.72,Cerrado,fecha_error
1825,6560,,6812.54,Abierto,fecha_error
1826,20678,,,,"fecha_error,monto_error"
1827,4236,,8314.07,Abierto,fecha_error
1828,15043,,1796.11,Cerrado,fecha_error
1829,17518,,6721.95,Cerrado,fecha_error
1830,4672,,847.57,Rechazado,fecha_error
1831,25888,,5651.21,,fecha_error
1832,5842,,8809.97,Cerrado,fecha_error
1833,6007,,,Abierto,"fecha_error,monto_error"
1834,7502,,,Cerrado,"fecha_error,monto_error"
1835,1008,2025-01-29,,Rechazado,monto_error
1836,23361,,3209.07,Rechazado,fecha_error
1837,8932,,1.88279,Rechazado,fecha_error
1838,11502,,3176.28,Cerrado,fecha_error
1839,17357,,6665.32,Cerrado,fecha_error
1840,19681,,5113.17,Rechazado,fecha_error
1841,12277,,680.98,Abierto,fecha_error
1842,22641,,3843.6,Cerrado,fecha_error
1843,15084,,5017.9,Cerrado,fecha_error
1844,19470,,1337.22,Cerrado,fecha_error
1845,5366,,11069.73,Abierto,fecha_error
1846,7946,,3472.12,Rechazado,fecha_error
1847,22261,,6977.66,Cerrado,fecha_error
1848,22563,,,,"fecha_error,monto_error"
1849,22521,,13436.69,Abierto,fecha_error
1850,10383,,,Abierto,"fecha_error,monto_error"
1851,9774,2025-05-10,,Rechazado,monto_error
1852,436,,3893.27,Abierto,fecha_error
1853,12709,,4.06255,,fecha_error
1854,14871,,14969.88,Cerrado,fecha_error
1855,20804,,3783.78,Rechazado,fecha_error
1856,17753,,1368.42,,fecha_error
1857,3550,,,Cerrado,"fecha_error,monto_error"
1858,7841,,12162.19,Cerrado,fecha_error
1859,9873,,,Rechazado,"fecha_error,monto_error"
1861,9096,,9.16872,Rechazado,fecha_error
1862,8975,,14843.31,Abierto,fecha_error
1863,9190,,,Abierto,"fecha_error,monto_error"
1865,16379,,9012.54,Cerrado,fecha_error
1866,19983,,14763.23,Cerrado,fecha_error
1867,20421,,1763.03,Rechazado,fecha_error
1868,9936,,308.97,,fecha_error
1869,22147,,7346.23,,fecha_error
1870,11103,,9002.31,Abierto,fecha_error
1871,8047,,376.88,,fecha_error
1872,17080,,2.30958,Abierto,fecha_error
1873,11859,,-13146.99,,fecha_error
1874,4879,,7.70861,Abierto,fecha_error
1875,10335,,7.80753,Cerrado,fecha_error
1876,18359,,10047.13,Cerrado,fecha_error
1877,13700,,5.35321,Abierto,fecha_error
1878,10154,,3709.75,Abierto,fecha_error
1880,11215,,5.11767,,fecha_error
1881,19041,,12114.65,Abierto,fecha_error
1882,12872,,11489.95,,fecha_error
1883,15435,,10095.06,,fecha_error
1884,14239,,,,"fecha_error,monto_error"
1885,6887,,13842.77,Cerrado,fecha_error
1886,6035,,7.13865,,fecha_error
1887,24229,,,,"fecha_error,monto_error"
1888,1449,,8.18969,Rechazado,fecha_error
1889,21000,,12.86783,,fecha_error
1890,19987,,5.00116,Cerrado,fecha_error
1891,11314,,,Abierto,"fecha_error,monto_error"
1892,19649,,11959.99,Cerrado,fecha_error
1894,7208,,4.46626,Abierto,fecha_error
1895,5770,,4874.93,Cerrado,fecha_error
1896,5035,,11911.4,,fecha_error
1898,20915,,4.1127,Abierto,fecha_error
1899,24792,,500.44,Cerrado,fecha_error
1900,24018,,8.51954,Abierto,fecha_error
1901,12631,,6.21935,,fecha_error
1902,12002,,2549.46,Abierto,fecha_error
1903,12829,2025-08-20,,Abierto,monto_error
1904,4878,,8020.55,Rechazado,fecha_error
1905,5196,,9207.3,Abierto,fecha_error
1906,6297,,,,"fecha_error,monto_error"
1907,20850,,2.4591,Cerrado,fecha_error
1908,16064,,3366.23,Rechazado,fecha_error
1910,2378,,,Rechazado,"fecha_error,monto_error"
1912,17755,,14037.66,Abierto,fecha_error
1913,22401,,,,"fecha_error,monto_error"
1914,20821,,,Abierto,"fecha_error,monto_error"
1915,4249,,,,"fecha_error,monto_error"
1916,25680,,1.14833,Cerrado,fecha_error
1917,1483,,2931.64,,fecha_error
1919,23370,,10088.81,,fecha_error
1921,12612,,5659.4,Rechazado,fecha_error
1922,21616,,11904.05,Cerrado,fecha_error
1923,245,,14.07333,Cerrado,fecha_error
1925,22265,,376.05,Cerrado,fecha_error
1926,9112,,7925.68,Rechazado,fecha_error
1927,12363,,,Abierto,"fecha_error,monto_error"
1928,15754,,13705.13,Rechazado,fecha_error
1930,1800,,93165.0,,fecha_error
1931,11267,2026-01-15,,Abierto,monto_error
1932,4478,,,Abierto,"fecha_error,monto_error"
1933,18557,2025-02-13,,Rechazado,monto_error
1935,21513,,8989.34,Abierto,fecha_error
1936,10230,,,Cerrado,"fecha_error,monto_error"
1937,22608,,14412.57,Cerrado,fecha_error
1938,6924,,5.30887,,fecha_error
1939,2404,,6091.7,Abierto,fecha_error
1940,5066,,2616.09,Rechazado,fecha_error
1941,15081,,11345.54,Cerrado,fecha_error
1943,25537,,10.3872,,fecha_error
1944,2978,,7429.41,Cerrado,fecha_error
1946,9795,,-3125.37,,fecha_error
1947,5115,,5760.59,Abierto,fecha_error
1948,24798,,8708.66,Cerrado,fecha_error
1950,928,,4200.55,Abierto,fecha_error
1951,11356,,3.0266,,fecha_error
1952,6007,,2171.99,Abierto,fecha_error
1954,18312,,4234.84,Cerrado,fecha_error
1955,15727,,11.33442,Abierto,fecha_error
1956,18072,,13842.33,Cerrado,fecha_error
1957,5599,,4898.77,,fecha_error
1958,14376,,8.93968,,fecha_error
1959,25653,,,Cerrado,"fecha_error,monto_error"
1961,10180,,458.57,,fecha_error
1962,6185,,2.78493,Abierto,fecha_error
1963,7665,,13058.05,,fecha_error
1964,19457,,12371.01,,fecha_error
1965,10239,,,Abierto,"fecha_error,monto_error"
1966,3564,,7859.5,Abierto,fecha_error
1967,23070,,5037.27,,fecha_error
1968,12848,,14.02456,,fecha_error
1969,12354,,12.96035,,fecha_error
1970,5997,,11445.06,Rechazado,fecha_error
1971,3132,2025-06-01,,Abierto,monto_error
1973,22257,,11972.26,Abierto,fecha_error
1974,3645,,12880.85,,fecha_error
1975,11929,,,Rechazado,"fecha_error,monto_error"
1976,1173,,5061.0,Cerrado,fecha_error
1977,9405,,11568.01,Rechazado,fecha_error
1978,18718,,11920.23,Cerrado,fecha_error
1979,10310,,3324.42,Rechazado,fecha_error
1980,14985,,74773.0,Abierto,fecha_error
1981,21422,,7.99496,Rechazado,fecha_error
1982,13668,2025-06-04,,Abierto,monto_error
1983,23716,,9.80354,Rechazado,fecha_error
1984,8409,,9.90412,,fecha_error
1985,19738,,,Abierto,"fecha_error,monto_error"
1986,24076,,14157.66,Rechazado,fecha_error
1988,1267,,12.11014,Cerrado,fecha_error
1989,6342,,6561.12,Abierto,fecha_error
1991,21922,,,Abierto,"fecha_error,monto_error"
1992,5897,,,Abierto,"fecha_error,monto_error"
1993,5951,,,,"fecha_error,monto_error"
1994,23527,,11800.09,Cerrado,fecha_error
1995,17771,,3354.38,Cerrado,fecha_error
1996,17443,,1.05917,Abierto,fecha_error
1998,17036,,9445.55,,fecha_error
2000,14424,,6440.22,,fecha_error
2002,4406,,3.96328,Cerrado,fecha_error
2003,19906,,,,"fecha_error,monto_error"
2004,1052,,,,"fecha_error,monto_error"
2005,20692,,13354.86,Rechazado,fecha_error
2006,16866,,2341.27,Abierto,fecha_error
2007,9647,,,Rechazado,"fecha_error,monto_error"
2008,14641,,2002.05,Cerrado,fecha_error
2009,8864,,14996.75,,fecha_error
2010,14609,,7.62238,,fecha_error
2011,20873,,,,"fecha_error,monto_error"
2012,2116,,10.91437,Rechazado,fecha_error
2013,6808,,2.66884,,fecha_error
2014,18068,,,Abierto,"fecha_error,monto_error"
2016,18812,,11966.28,Cerrado,fecha_error
2017,10286,,,,"fecha_error,monto_error"
2018,21296,,,Rechazado,"fecha_error,monto_error"
2019,14718,,,,"fecha_error,monto_error"
2020,1105,,7568.87,,fecha_error
2022,15595,,11585.72,Abierto,fecha_error
2024,17630,,7155.37,Rechazado,fecha_error
2025,23468,,5106.41,Abierto,fecha_error
2026,23719,2025-11-02,,Cerrado,monto_error
2027,13023,2025-03-25,,,monto_error
2028,8480,,2800.94,Abierto,fecha_error
2030,24667,,,Abierto,"fecha_error,monto_error"
2032,10770,,4257.6,Cerrado,fecha_error
2033,23214,,,,"fecha_error,monto_error"
2034,15088,,8996.9,Abierto,fecha_error
2036,6962,,14164.09,,fecha_error
2037,6124,,11.5551,Abierto,fecha_error
2038,23938,,,Cerrado,"fecha_error,monto_error"
2039,21609,,7463.52,Rechazado,fecha_error
2040,13752,,6115.06,Cerrado,fecha_error
2041,6843,,693.97,Rechazado,fecha_error
2042,9167,,1939.93,Abierto,fecha_error
2043,24839,,2562.93,Cerrado,fecha_error
2044,6772,,9201.83,Rechazado,fecha_error
2045,11343,,5598.05,,fecha_error
2046,9382,,4930.57,Abierto,fecha_error
2047,11408,,508.55,Abierto,fecha_error
2051,6303,,14448.22,Abierto,fecha_error
2052,11775,,9190.32,,fecha_error
2053,10475,,6178.8,Cerrado,fecha_error
2055,19974,,11737.04,Abierto,fecha_error
2056,3311,,476.23,,fecha_error
2057,17814,,12652.2,Abierto,fecha_error
2058,9187,,3917.33,Abierto,fecha_error
2059,2554,,9394.92,Abierto,fecha_error
2060,2609,,7.36796,,fecha_error
2061,7090,,10.419,Abierto,fecha_error
2062,10009,2025-05-05,,,monto_error
2063,3841,,13965.79,Rechazado,fecha_error
2065,6177,,,Abierto,"fecha_error,monto_error"
2066,6733,,6514.5,Cerrado,fecha_error
2067,18940,,14.08058,,fecha_error
2068,20623,,5598.66,,fecha_error
2069,15838,,1935.71,Abierto,fecha_error
2070,16333,,,Abierto,"fecha_error,monto_error"
2071,18190,,,Abierto,"fecha_error,monto_error"
2072,19158,,5164.23,Abierto,fecha_error
2073,748,,6018.67,,fecha_error
2074,11752,,12.13078,Rechazado,fecha_error
2075,16490,,8.17467,,fecha_error
2076,18072,,,Abierto,"fecha_error,monto_error"
2077,17252,,7.93321,,fecha_error
2079,6895,,,,"fecha_error,monto_error"
2080,10895,,,,"fecha_error,monto_error"
2081,3369,,,Cerrado,"fecha_error,monto_error"
2082,22021,,8.533,Cerrado,fecha_error
2083,14545,,,Cerrado,"fecha_error,monto_error"
2084,12231,,375.26,Cerrado,fecha_error
2087,2627,,,Abierto,"fecha_error,monto_error"
2089,2634,,9920.66,Cerrado,fecha_error
2090,13334,,6943.67,Abierto,fecha_error
2091,5036,,13241.53,Cerrado,fecha_error
2092,3682,2025-05-24,,Abierto,monto_error
2093,4037,,1.28647,Abierto,fecha_error
2094,11735,,9284.86,Rechazado,fecha_error
2095,12067,,12193.03,Abierto,fecha_error
2096,20212,,10913.99,,fecha_error
2097,3591,,-6.05744,Rechazado,fecha_error
2098,14020,,8582.29,Abierto,fecha_error
2099,11451,,10982.18,Abierto,fecha_error
2100,10108,,1987.87,Cerrado,fecha_error
2102,25702,,11456.76,,fecha_error
2103,17393,,6191.46,Cerrado,fecha_error
2105,18088,,8073.53,Abierto,fecha_error
2106,25564,2025-11-18,,Rechazado,monto_error
2107,12057,,11051.74,Abierto,fecha_error
2108,25757,,8907.86,,fecha_error
2110,19846,,4708.12,,fecha_error
2112,2291,,,Cerrado,"fecha_error,monto_error"
2114,7677,,4.15182,Rechazado,fecha_error
2115,24559,2025-02-08,,Rechazado,monto_error
2116,12438,2025-02-25,,Cerrado,monto_error
2117,24992,,7.65358,Abierto,fecha_error
2118,17518,,13923.05,Abierto,fecha_error
2119,11636,2025-07-31,,Rechazado,monto_error
2120,9202,,1092.28,,fecha_error
2121,19308,,663.12,Rechazado,fecha_error
2122,12346,,8568.98,Rechazado,fecha_error
2123,893,,,Abierto,"fecha_error,monto_error"
2124,5124,,14936.35,Abierto,fecha_error
2125,10888,,3348.65,Abierto,fecha_error
2126,12350,,12.10195,Abierto,fecha_error
2128,9332,,3399.29,Cerrado,fecha_error
2130,24568,,10081.96,,fecha_error
2131,23436,,5982.94,Cerrado,fecha_error
2132,25745,,9260.15,Cerrado,fecha_error
2133,5582,,3173.9,,fecha_error
2134,15550,,,Cerrado,"fecha_error,monto_error"
2135,2938,,2872.8,Abierto,fecha_error
2136,12132,,6320.16,Abierto,fecha_error
2137,3740,,,Cerrado,"fecha_error,monto_error"
2138,20659,,12.38459,Rechazado,fecha_error
2139,1271,,10237.56,Cerrado,fecha_error
2140,20890,,,Abierto,"fecha_error,monto_error"
2141,8581,,9118.98,,fecha_error
2142,10758,,11722.12,Cerrado,fecha_error
2143,7049,,14263.63,,fecha_error
2144,3429,,1670.77,Abierto,fecha_error
2145,2154,,-8.2844,Abierto,fecha_error
2146,18485,,9261.89,Cerrado,fecha_error
2147,18198,,14907.53,,fecha_error
2148,2733,,32567.0,Cerrado,fecha_error
2150,22568,,3707.92,Abierto,fecha_error
2151,17498,,,,"fecha_error,monto_error"
2152,23495,,5511.11,Cerrado,fecha_error
2153,23172,,7871.92,Cerrado,fecha_error
2154,5275,,,Cerrado,"fecha_error,monto_error"
2155,6403,,,Rechazado,"fecha_error,monto_error"
2156,16843,2025-01-08,,Rechazado,monto_error
2157,4386,,14883.66,Abierto,fecha_error
2159,3796,,,Cerrado,"fecha_error,monto_error"
2160,17763,,10933.93,,fecha_error
2161,23253,,,Cerrado,"fecha_error,monto_error"
2162,953,,10703.97,Cerrado,fecha_error
2163,22022,,11.88241,,fecha_error
2164,3580,,11.08121,Rechazado,fecha_error
2165,22516,,1.7341,Abierto,fecha_error
2166,17272,,5.81724,Abierto,fecha_error
2167,20892,,9492.02,Abierto,fecha_error
2168,11975,,4716.66,Abierto,fecha_error
2169,920,,12524.67,Cerrado,fecha_error
2170,13440,,,Cerrado,"fecha_error,monto_error"
2171,6484,,,,"fecha_error,monto_error"
2172,21824,,5061.04,Abierto,fecha_error
2173,8693,,1265.15,Cerrado,fecha_error
2175,21219,,4.32525,,fecha_error
2177,12062,2025-02-17,,,monto_error
2178,21517,,13089.13,Abierto,fecha_error
2182,23939,,7294.75,,fecha_error
2183,14188,,1766.51,Abierto,fecha_error
2184,15946,,14.29137,Cerrado,fecha_error
2185,13495,,11264.69,,fecha_error
2186,22878,,8833.35,Rechazado,fecha_error
2187,6776,,,Cerrado,"fecha_error,monto_error"
2188,19306,,9.70004,Abierto,fecha_error
2190,4196,,14465.04,Cerrado,fecha_error
2191,15378,,,Abierto,"fecha_error,monto_error"
2192,7276,2025-04-22,,Cerrado,monto_error
2193,23797,,4161.15,Cerrado,fecha_error
2194,24751,,5918.66,Rechazado,fecha_error
2195,20237,,1798.81,,fecha_error
2196,12443,,,Cerrado,"fecha_error,monto_error"
2198,10691,,389.29,Abierto,fecha_error
2199,2655,,9652.5,,fecha_error
2200,16302,,14998.98,,fecha_error
2201,5693,,,Rechazado,"fecha_error,monto_error"
2202,13509,,50449.0,Cerrado,fecha_error
2203,15184,,13556.8,Abierto,fecha_error
2204,21082,,2865.43,Cerrado,fecha_error
2205,19380,,1115.6,Rechazado,fecha_error
2207,23522,,,,"fecha_error,monto_error"
2210,9364,,,Cerrado,"fecha_error,monto_error"
